source_email,relationship_type,target_email
example100818@students.pitzer.edu,like,example100342@hmc.edu
example100342@hmc.edu,like,example100982@mymail.pomona.edu
example100342@hmc.edu,friend,example100982@mymail.pomona.edu
example100342@hmc.edu,like,example101499@students.pitzer.edu
example100342@hmc.edu,friend,example101499@students.pitzer.edu
example100342@hmc.edu,friend,example100629@scrippscollege.edu
example100342@hmc.edu,like,example101622@students.claremontmckenna.edu
example100342@hmc.edu,like,example101303@students.pitzer.edu
example100342@hmc.edu,friend,example101303@students.pitzer.edu
example100342@hmc.edu,like,example100271@students.pitzer.edu
example100342@hmc.edu,friend,example101064@mymail.pomona.edu
example100343@students.claremontmckenna.edu,like,example100584@mymail.pomona.edu
example100343@students.claremontmckenna.edu,friend,example100584@mymail.pomona.edu
example100344@scrippscollege.edu,like,example101536@hmc.edu
example100344@scrippscollege.edu,friend,example101536@hmc.edu
example100344@scrippscollege.edu,like,example101147@hmc.edu
example100344@scrippscollege.edu,friend,example100083@students.claremontmckenna.edu
example100344@scrippscollege.edu,friend,example101661@mymail.pomona.edu
example100344@scrippscollege.edu,friend,example100876@scrippscollege.edu
example100344@scrippscollege.edu,like,example101224@hmc.edu
example100344@scrippscollege.edu,friend,example101680@hmc.edu
example100344@scrippscollege.edu,like,example100171@students.claremontmckenna.edu
example100344@scrippscollege.edu,friend,example100532@students.pitzer.edu
example100344@scrippscollege.edu,like,example101963@hmc.edu
example100345@students.pitzer.edu,friend,example101854@hmc.edu
example100345@students.pitzer.edu,like,example100796@scrippscollege.edu
example100345@students.pitzer.edu,like,example101711@students.pitzer.edu
example100345@students.pitzer.edu,friend,example101578@students.claremontmckenna.edu
example100345@students.pitzer.edu,like,example100661@students.claremontmckenna.edu
example100345@students.pitzer.edu,friend,example100661@students.claremontmckenna.edu
example100345@students.pitzer.edu,friend,example100760@hmc.edu
example100345@students.pitzer.edu,friend,example100945@hmc.edu
example100345@students.pitzer.edu,like,example101853@mymail.pomona.edu
example100345@students.pitzer.edu,friend,example101853@mymail.pomona.edu
example100345@students.pitzer.edu,like,example101393@students.claremontmckenna.edu
example100345@students.pitzer.edu,friend,example101393@students.claremontmckenna.edu
example100346@hmc.edu,friend,example101167@scrippscollege.edu
example101167@scrippscollege.edu,friend,example100346@hmc.edu
example100346@hmc.edu,like,example101759@mymail.pomona.edu
example100346@hmc.edu,friend,example101759@mymail.pomona.edu
example100346@hmc.edu,like,example100202@scrippscollege.edu
example100346@hmc.edu,friend,example100202@scrippscollege.edu
example100346@hmc.edu,like,example101922@scrippscollege.edu
example100346@hmc.edu,friend,example101922@scrippscollege.edu
example100346@hmc.edu,friend,example100347@mymail.pomona.edu
example100346@hmc.edu,friend,example100845@mymail.pomona.edu
example100346@hmc.edu,like,example101585@students.claremontmckenna.edu
example100346@hmc.edu,friend,example101585@students.claremontmckenna.edu
example100347@mymail.pomona.edu,friend,example101927@students.pitzer.edu
example100348@scrippscollege.edu,like,example101211@scrippscollege.edu
example100348@scrippscollege.edu,friend,example101240@mymail.pomona.edu
example100348@scrippscollege.edu,friend,example101721@students.pitzer.edu
example100348@scrippscollege.edu,like,example101709@hmc.edu
example100348@scrippscollege.edu,friend,example101709@hmc.edu
example100348@scrippscollege.edu,like,example100119@hmc.edu
example100348@scrippscollege.edu,friend,example100119@hmc.edu
example100348@scrippscollege.edu,like,example100155@students.claremontmckenna.edu
example100348@scrippscollege.edu,friend,example100155@students.claremontmckenna.edu
example100348@scrippscollege.edu,friend,example101647@hmc.edu
example100348@scrippscollege.edu,friend,example100767@students.claremontmckenna.edu
example100348@scrippscollege.edu,like,example100177@scrippscollege.edu
example100349@students.pitzer.edu,friend,example100423@students.claremontmckenna.edu
example100349@students.pitzer.edu,friend,example101151@scrippscollege.edu
example100349@students.pitzer.edu,friend,example101807@hmc.edu
example100349@students.pitzer.edu,friend,example100147@students.pitzer.edu
example100349@students.pitzer.edu,friend,example100721@scrippscollege.edu
example100349@students.pitzer.edu,like,example100913@students.pitzer.edu
example100349@students.pitzer.edu,friend,example100913@students.pitzer.edu
example100349@students.pitzer.edu,like,example101064@mymail.pomona.edu
example100349@students.pitzer.edu,friend,example101064@mymail.pomona.edu
example100349@students.pitzer.edu,like,example100842@students.claremontmckenna.edu
example100349@students.pitzer.edu,friend,example100842@students.claremontmckenna.edu
example100349@students.pitzer.edu,like,example100586@students.pitzer.edu
example100349@students.pitzer.edu,friend,example101665@scrippscollege.edu
example101665@scrippscollege.edu,friend,example100349@students.pitzer.edu
example100350@students.claremontmckenna.edu,friend,example100261@students.pitzer.edu
example100350@students.claremontmckenna.edu,like,example101455@students.claremontmckenna.edu
example100350@students.claremontmckenna.edu,like,example100225@mymail.pomona.edu
example100225@mymail.pomona.edu,like,example100350@students.claremontmckenna.edu
example100350@students.claremontmckenna.edu,like,example101317@scrippscollege.edu
example100350@students.claremontmckenna.edu,like,example100728@scrippscollege.edu
example100350@students.claremontmckenna.edu,like,example101604@students.pitzer.edu
example100350@students.claremontmckenna.edu,friend,example101604@students.pitzer.edu
example100350@students.claremontmckenna.edu,friend,example101978@mymail.pomona.edu
example100352@students.claremontmckenna.edu,like,example100014@scrippscollege.edu
example100352@students.claremontmckenna.edu,friend,example100014@scrippscollege.edu
example100352@students.claremontmckenna.edu,friend,example101298@students.claremontmckenna.edu
example100352@students.claremontmckenna.edu,like,example100362@hmc.edu
example100352@students.claremontmckenna.edu,like,example101852@students.claremontmckenna.edu
example100352@students.claremontmckenna.edu,friend,example101852@students.claremontmckenna.edu
example100352@students.claremontmckenna.edu,friend,example101010@hmc.edu
example100352@students.claremontmckenna.edu,like,example100246@hmc.edu
example100246@hmc.edu,like,example100352@students.claremontmckenna.edu
example100352@students.claremontmckenna.edu,like,example100095@students.pitzer.edu
example100352@students.claremontmckenna.edu,like,example100841@students.claremontmckenna.edu
example100841@students.claremontmckenna.edu,like,example100352@students.claremontmckenna.edu
example100352@students.claremontmckenna.edu,like,example101854@hmc.edu
example100352@students.claremontmckenna.edu,like,example100523@hmc.edu
example100353@students.pitzer.edu,friend,example101392@mymail.pomona.edu
example100354@students.pitzer.edu,like,example101537@scrippscollege.edu
example100354@students.pitzer.edu,friend,example101537@scrippscollege.edu
example100354@students.pitzer.edu,friend,example101250@scrippscollege.edu
example100355@hmc.edu,like,example100149@hmc.edu
example100355@hmc.edu,friend,example100802@hmc.edu
example100355@hmc.edu,like,example101025@mymail.pomona.edu
example100355@hmc.edu,friend,example101025@mymail.pomona.edu
example100355@hmc.edu,friend,example101630@students.claremontmckenna.edu
example100355@hmc.edu,friend,example101861@students.claremontmckenna.edu
example100355@hmc.edu,like,example101457@scrippscollege.edu
example100355@hmc.edu,like,example100443@students.claremontmckenna.edu
example100355@hmc.edu,friend,example101992@scrippscollege.edu
example100356@scrippscollege.edu,like,example100722@hmc.edu
example100356@scrippscollege.edu,friend,example101887@scrippscollege.edu
example100356@scrippscollege.edu,like,example100191@scrippscollege.edu
example100356@scrippscollege.edu,friend,example100191@scrippscollege.edu
example100356@scrippscollege.edu,like,example101661@mymail.pomona.edu
example100356@scrippscollege.edu,like,example100275@scrippscollege.edu
example100356@scrippscollege.edu,like,example100559@students.claremontmckenna.edu
example100356@scrippscollege.edu,friend,example100559@students.claremontmckenna.edu
example100356@scrippscollege.edu,friend,example100614@students.claremontmckenna.edu
example100356@scrippscollege.edu,friend,example101391@scrippscollege.edu
example100357@hmc.edu,like,example101424@mymail.pomona.edu
example100358@hmc.edu,like,example100712@scrippscollege.edu
example100358@hmc.edu,like,example100526@students.claremontmckenna.edu
example100358@hmc.edu,like,example101832@hmc.edu
example100358@hmc.edu,like,example101765@hmc.edu
example100359@hmc.edu,friend,example101111@students.claremontmckenna.edu
example100359@hmc.edu,friend,example100463@mymail.pomona.edu
example100359@hmc.edu,like,example101343@students.pitzer.edu
example100359@hmc.edu,friend,example101109@mymail.pomona.edu
example101109@mymail.pomona.edu,friend,example100359@hmc.edu
example100359@hmc.edu,friend,example101926@students.claremontmckenna.edu
example100361@hmc.edu,like,example100979@students.claremontmckenna.edu
example100979@students.claremontmckenna.edu,like,example100361@hmc.edu
example100361@hmc.edu,friend,example100979@students.claremontmckenna.edu
example100361@hmc.edu,like,example100615@students.pitzer.edu
example100361@hmc.edu,like,example101068@scrippscollege.edu
example100361@hmc.edu,like,example100041@students.claremontmckenna.edu
example100361@hmc.edu,friend,example100325@students.claremontmckenna.edu
example100361@hmc.edu,friend,example101705@scrippscollege.edu
example101705@scrippscollege.edu,friend,example100361@hmc.edu
example100361@hmc.edu,like,example100702@mymail.pomona.edu
example100361@hmc.edu,like,example101172@scrippscollege.edu
example100361@hmc.edu,friend,example101751@hmc.edu
example100361@hmc.edu,like,example101029@students.claremontmckenna.edu
example100361@hmc.edu,friend,example101029@students.claremontmckenna.edu
example100362@hmc.edu,friend,example101411@hmc.edu
example100362@hmc.edu,friend,example100847@mymail.pomona.edu
example100362@hmc.edu,like,example101559@mymail.pomona.edu
example100362@hmc.edu,like,example100670@mymail.pomona.edu
example100362@hmc.edu,like,example100320@mymail.pomona.edu
example100362@hmc.edu,like,example100337@mymail.pomona.edu
example100362@hmc.edu,like,example101660@mymail.pomona.edu
example100362@hmc.edu,like,example101094@scrippscollege.edu
example100363@mymail.pomona.edu,like,example100922@hmc.edu
example100363@mymail.pomona.edu,friend,example100594@students.pitzer.edu
example100363@mymail.pomona.edu,friend,example100471@mymail.pomona.edu
example100363@mymail.pomona.edu,like,example100745@scrippscollege.edu
example100363@mymail.pomona.edu,like,example101242@scrippscollege.edu
example100363@mymail.pomona.edu,friend,example101242@scrippscollege.edu
example100363@mymail.pomona.edu,friend,example101495@mymail.pomona.edu
example100363@mymail.pomona.edu,like,example101382@students.claremontmckenna.edu
example100363@mymail.pomona.edu,like,example100501@students.pitzer.edu
example100363@mymail.pomona.edu,like,example100217@mymail.pomona.edu
example100363@mymail.pomona.edu,like,example101000@scrippscollege.edu
example100363@mymail.pomona.edu,friend,example100025@scrippscollege.edu
example100364@students.pitzer.edu,like,example101764@students.claremontmckenna.edu
example100364@students.pitzer.edu,friend,example101764@students.claremontmckenna.edu
example100364@students.pitzer.edu,like,example100691@students.pitzer.edu
